CHROMATOGRAM,Lactoferrin_M9,CHROMATOGRAM,IgY_M9-1,CHROMATOGRAM,IgY_M9-2,CHROMATOGRAM,IgY_M9-3
Lactoferrin_M9.raw,,IgY_M9_1.raw,,IgY_M9_2.raw,,IgY_M9_3.raw,
Data points: 929,,Data points: 922,,Data points: 921,,Data points: 923,
Time,--,Time,--,Time,--,0.021072,0.004774311
62.218297,0.008297572,62.876722,0.413990592,62.970372,1.071866058,56.417535,0.009093927
62.321642,0.010674616,62.980207,0.31150057,63.073897,1.060211566,56.509712,0.001364089
62.425175,0.015216171,63.083553,0.527953695,63.17727,0.940343882,56.601995,0.011822105
62.528645,0.012599546,63.187075,0.415611324,63.280798,0.781644424,56.694297,0.007957186
62.63199,0.011119,63.290308,0.502171249,63.384155,0.916538963,56.786445,0.005456356
62.735465,0.011395568,63.393842,0.447727423,63.487492,1.069535159,56.879033,0.015687023
62.838802,0.011127281,63.497218,0.413969266,63.590978,0.982548019,56.971337,0.012731497
62.942348,0.009221671,63.600813,0.527420559,63.69451,0.947584545,57.063687,0.005683704
63.04582,0.011555104,63.704312,0.50296029,63.797872,1.097257971,57.155813,0.00250083
63.149177,0.012802693,63.80766,0.391300333,63.90127,0.743407773,57.248295,0.010230667
63.252698,0.008911982,63.911217,0.360442434,64.004602,0.905727563,57.340548,0.005911052
63.356127,0.008485262,64.014568,0.374495893,64.108127,0.682606043,57.43273,0.003864919
63.459495,0.010995897,64.118052,0.481016421,64.211492,3.025654759,57.524977,0.014095586
63.563048,0.012113759,64.221277,1.107536258,64.31496,2.697989972,57.617367,0.010003319
63.666472,0.012125352,64.324412,1.121205859,64.418095,2.63535328,57.709662,0.006593097
63.769808,0.01093131,64.427893,1.023322131,64.521623,3.131189899,57.801942,0.005911052
63.87328,0.00939004,64.531228,1.208426872,64.624965,3.621124882,57.89433,0.006593097
63.976632,0.010605612,64.63465,1.182815029,64.728513,2.681723278,57.986465,0.004546963
64.080055,0.01101025,64.73785,1.55321644,64.831997,3.123701268,58.079008,0.005683704
64.183413,0.035763302,64.841415,1.401123466,64.935347,3.687828248,58.171335,0.003864919
64.286967,0.02645993,64.944702,1.597210804,65.038572,3.335069109,58.26377,0.004092267
64.39044,0.032638257,65.048255,1.492097755,65.141812,3.721006353,58.356012,0.004546963
64.493762,0.029869271,65.151648,1.625040492,65.24511,3.534088148,58.448262,0.010230667
64.597217,0.031497209,65.25478,1.701193606,65.348473,4.472398693,58.540303,0.008866578
64.700392,0.031787026,65.358067,1.579851903,65.451718,4.314839887,58.632335,0.010458016
64.803398,0.035126811,65.461442,2.056667215,65.555025,4.249376361,58.724615,0.008866578
64.906712,0.04042796,65.564642,1.820530717,65.658185,4.663482759,58.816887,0.009775971
65.010233,0.0391881,65.667828,1.786836537,65.761557,4.646422567,58.90895,0.006820445
65.113385,0.042577015,65.771148,1.814069112,65.86464,4.328676496,59.001368,0.011367408
65.216912,0.04158336,65.8745,2.138407592,65.967957,4.737922723,59.093632,0.011822105
65.320337,0.038532839,65.977397,1.849426676,66.071218,4.634569701,59.185758,0.012504149
65.423542,0.04445668,66.080405,2.162953163,66.174172,4.532506112,59.278342,0.002728178
65.52696,0.044885607,66.183442,2.21775952,66.277537,4.545995566,59.370332,0.006593097
65.629973,0.044871807,66.286343,2.045386062,66.380415,5.058594815,59.462353,0.001136741
65.733353,0.049244441,66.389483,2.045386062,66.483513,4.419829497,59.554668,0.004546963
65.83653,0.046194472,66.492523,2.398023388,66.586955,5.192695857,59.647043,0.002955526
65.939662,0.054252463,66.595145,2.287728259,66.690187,4.900639261,59.739137,0.006593097
66.04292,0.045093171,66.698595,2.295064208,66.793222,4.655200631,59.831683,0.005683704
66.146098,0.053412824,66.801632,2.049843077,66.894777,4.765347973,59.923703,0.001818785
66.248742,0.048985539,66.903588,2.230917311,66.996962,4.641859958,60.015845,0.017051112
66.351375,0.048803369,67.007127,2.389557192,67.099122,4.576892367,60.108307,0.009093927
66.454187,0.054053731,67.108767,2.091726223,67.202337,4.694478747,60.200562,0.016369068
66.557277,0.053100375,67.2111,2.202426535,67.305695,4.909268544,60.292602,0.004774311
66.659875,0.048532322,67.314497,2.093730814,67.408757,4.937040949,60.385003,0.002273482
66.762437,0.053953262,67.416903,2.2662109,67.511313,5.046246014,60.477198,0.005911052
66.865382,0.054215476,67.519965,2.406297656,67.613163,5.728157747,60.569098,0.01114006
66.967838,0.047740158,67.622307,2.272800458,67.715422,5.06891028,60.661463,0.013868238
67.070663,0.053068357,67.725378,2.154316363,67.818252,4.871329455,60.75361,0.007047793
67.172705,0.054350724,67.828527,2.102687495,67.92056,5.313704194,60.845808,0.004092267
67.274797,0.060221569,67.931075,2.078824338,68.023493,5.55492737,60.938088,0.012958845
67.37795,0.05677745,68.033363,2.204793658,68.126518,5.016291491,61.030423,0.006365749
67.48025,0.051084911,68.135232,2.009836568,68.229388,5.550364761,61.122432,0.0061384
67.582952,0.055427184,68.23803,2.099744585,68.3324,5.202267419,61.214557,0.006820445
67.685603,0.051386872,68.340807,2.226268367,68.434108,4.994123161,61.306685,0.007729838
67.78903,0.043220683,68.44309,1.79442839,68.537332,4.600102163,61.398873,0.004092267
67.892398,0.052412545,68.545057,2.13038923,68.640493,5.968438645,61.491127,0.002273482
67.994677,0.050068071,68.647993,2.323682936,68.74304,5.598470534,61.58349,0.003182874
68.097583,0.051303515,68.750392,2.117849876,68.844518,5.472205278,61.675835,0.01114006
68.200082,0.050299371,68.85242,2.077033001,68.947285,4.961044242,61.767933,0.014550283
68.302763,0.056888961,68.955268,2.365459455,69.050547,4.853971702,61.86024,0.006593097
68.405513,0.056353491,69.057372,2.05099465,69.153318,5.256473202,61.952635,0.005911052
68.507662,0.04789031,69.159365,2.009900545,69.254917,5.400939302,62.044873,0.006593097
68.61066,0.047453102,69.261178,1.966695221,69.35747,5.758360238,62.136873,0.011594756
68.713238,0.059618752,69.364147,2.272544553,69.458858,6.037720877,62.229017,0.00500166
68.813352,0.052001282,69.466423,1.639029974,69.560355,5.432778381,62.32106,0.009548623
68.915093,0.046947994,69.568883,2.236184693,69.662147,5.56296153,62.413423,0.01364089
69.017205,0.048743749,69.670045,1.991816579,69.764085,5.979250046,62.505765,0.008866578
69.119542,0.058400972,69.772833,1.872458142,69.865955,5.549273702,62.597787,0.011367408
69.222422,0.052178484,69.874427,2.032121644,69.968657,5.220319482,62.690155,0.005456356
69.322972,0.050192277,69.97538,2.28926369,70.0701,6.206686207,62.782263,0.005229008
69.42568,0.056193402,70.077188,2.291630813,70.17303,5.694483706,62.874378,0.004319615
69.52828,0.052947462,70.17786,2.090830555,70.276002,5.102485134,62.966795,0.007047793
69.629357,0.044416381,70.28096,1.843306278,70.378503,4.876040845,63.059058,0.008866578
69.731698,0.048927575,70.383587,2.021672182,70.48086,5.496158977,63.151248,0.008411882
69.834875,0.051546409,70.484372,2.314875533,70.583747,5.31018305,63.243637,0.0061384
69.937815,0.052239207,70.58707,1.841578918,70.68585,4.977162156,63.335928,0.004092267
70.040383,0.050382176,70.68976,1.994610211,70.786898,4.376583895,63.428002,4.55E-04
70.142902,0.067670118,70.790715,2.032676105,70.88889,5.131398192,63.520312,0.006593097
70.244075,0.05638054,70.892398,1.98840451,70.991145,6.956293177,63.612603,0.00250083
70.345382,0.047506097,70.995112,2.196412764,71.091407,5.269119565,63.704638,0.009775971
70.446475,0.062268499,71.097863,1.826181957,71.192933,5.463972743,63.797042,0.002728178
70.547208,0.060212185,71.19992,1.920546989,71.294803,4.787962646,63.889345,0.004092267
70.648353,0.050214359,71.301968,2.724963571,71.396472,5.128422577,63.981413,0.016596416
70.750593,0.054987767,71.402882,1.920269758,71.497118,5.08482982,64.073798,0.007957186
70.851078,0.05857431,71.505608,2.241153518,71.598905,6.652433309,64.164873,0.009093927
70.951705,0.054835407,71.607592,1.929439693,71.69816,5.765600901,64.254713,0.041150018
71.053685,0.048427436,71.710093,2.058223971,71.799665,6.086173806,64.344668,0.032056091
71.156448,0.055164417,71.812682,1.854885987,71.900785,4.97736053,64.43442,0.012504149
71.25829,0.052490381,71.91357,1.648967625,72.001173,6.006923264,64.524098,0.015232327
71.36074,0.0553637,72.016313,2.053447075,72.102027,5.255183769,64.613958,0.019324594
71.462228,0.05456988,72.119508,1.795515987,72.20426,5.428414146,64.703887,0.012958845
71.564032,0.05041585,72.221963,1.746808703,72.30527,5.467593075,64.793758,0.02978261
71.666193,0.051316764,72.324292,1.663490244,72.407007,5.459856476,64.883802,0.02978261
71.769287,0.046821027,72.425925,1.904979424,72.509585,5.390623838,64.973715,0.044332892
71.870548,0.052443458,72.527832,1.727466537,72.610982,5.156988479,65.06359,0.039558581
71.9715,0.045058393,72.629523,1.645129048,72.713748,6.077197368,65.153578,0.038649188
72.072945,0.055491219,72.73214,1.817502506,72.816267,4.94522389,65.243337,0.02978261
72.17535,0.063653543,72.834768,1.713988864,72.918388,5.434712531,65.333482,0.044105544
72.276215,0.058580382,72.936963,1.641205168,73.020403,5.470320722,65.423435,0.045014937
72.377768,0.050310412,73.038943,1.680230707,73.121845,4.463471848,65.513377,0.035466314
72.480223,0.04875203,73.141173,1.792914284,73.224537,5.262771587,65.603482,0.056154997
72.583013,0.056417526,73.242817,1.854416827,73.325702,5.18510804,65.693487,0.032056091
72.686012,0.047992436,73.34462,1.621031311,73.427312,5.357048984,65.783363,0.070477931
72.78733,0.051205254,73.447202,1.751372345,73.529205,5.798183883,65.873483,0.075252243
72.888842,0.054115007,73.549953,1.90677076,73.630358,5.975034592,65.963662,0.051380685
72.991082,0.055704303,73.650122,1.867574618,73.73165,6.09772911,66.053755,0.074570198
73.09339,0.052254664,73.752818,1.826245933,73.832988,4.627924161,66.143607,0.086392303
73.19629,0.049805856,73.855173,1.74149867,73.935163,6.210306538,66.233505,0.070477931
73.298062,0.051110856,73.956495,1.975993109,74.035695,5.234255278,66.323422,0.069568539
73.399463,0.054068636,74.056605,1.917604079,74.13748,5.914133675,66.413407,0.085255562
73.50087,0.058603568,74.156848,2.022418573,74.238043,5.918944252,66.503323,0.081617991
73.601173,0.050308204,74.255552,1.933939359,74.339942,5.760542355,66.593275,0.085028214
73.702783,0.054664277,74.356448,1.996316245,74.441037,6.516943647,66.683178,0.076161635
73.804328,0.054326987,74.458428,1.784448088,74.541252,6.04357292,66.773215,0.083436777
73.906898,0.057909665,74.56077,1.534855244,74.640333,6.066237186,66.863127,0.103670763
74.0079,0.053275368,74.663535,2.147918734,74.74064,3.794008104,66.952852,0.093894792
74.10853,0.063206951,74.76464,1.361308887,74.843302,3.213465649,67.043077,0.095031533
74.209233,0.054447329,74.867213,1.472222453,74.946702,2.728142869,67.133008,0.111173253
74.310838,0.053728033,74.970667,0.922495493,75.049995,2.060514087,67.222842,0.096850319
74.414185,0.054503084,75.0738,0.634922057,75.153313,1.832185242,67.312972,0.126860276
74.516433,0.064288931,75.177135,0.57199071,75.25681,1.379296664,67.402833,0.118903091
74.61821,0.051984721,75.280352,0.658422682,75.360288,1.590019788,67.492782,0.097305015
74.720457,0.062911614,75.383698,0.546314891,75.463658,1.831838087,67.582652,0.110036512
74.81945,0.051164955,75.487295,0.667464664,75.567193,1.499015567,67.672718,0.093667444
74.92239,0.029328833,75.590838,0.785948759,75.670575,1.524209106,67.762577,0.141183211
75.025773,0.02032135,75.6941,0.474512165,75.774208,1.152554813,67.852663,0.095940926
75.128937,0.016392548,75.797632,0.457067962,75.87772,0.748218351,67.942563,0.14504813
75.232335,0.015598728,75.900987,0.523134147,75.981052,1.045531866,68.032368,0.106853638
75.335653,0.016930778,76.004327,0.282092801,76.084637,0.626565297,68.122535,0.135954203
75.438982,0.017811267,76.107903,0.229269708,76.188158,0.467369904,68.212353,0.142092603
75.54258,0.021591021,76.211258,0.291902499,76.291533,0.602314036,68.30217,0.141183211
75.646033,0.013275232,76.314822,0.23897278,76.395085,0.627755543,68.392238,0.129815803
75.749317,0.011848233,76.418312,0.204724137,76.498455,0.637575072,68.482267,0.111855297
75.85282,0.01464482,76.521668,0.221336648,76.602032,0.340608712,68.572088,0.116402261
75.956318,0.0121248,76.625183,0.24569029,76.705518,0.355585973,68.661972,0.150277137
76.059645,0.00675575,76.728672,0.207283189,76.808833,0.324143643,68.751943,0.112309994
76.163123,0.011738931,76.832033,0.16032459,76.912372,0.565466006,68.841912,0.119357787
76.26645,0.00628542,76.93551,0.170838028,77.015883,0.465485348,68.9319,0.148231004
76.370038,0.009339254,77.03886,0.090142597,77.119227,0.464047134,69.021668,0.092758052
76.473383,0.005796321,77.142427,0.183078825,77.222703,0.233139422,69.111718,0.138682381
76.576942,0.005063225,77.2459,0.159684827,77.326043,0.364463224,69.201528,0.148003656
76.680422,0.004049696,77.34925,0.118228189,77.429608,0.422338932,69.291455,0.141637907
76.78378,0.001612481,77.452572,0.144650398,77.533102,0.394665714,69.381292,0.137318292
76.887282,0.004136917,77.555918,0.134286239,77.636467,0.319432253,69.471355,0.16732825
76.990628,0.004063497,77.659282,0.181052909,77.73997,0.32632576,69.561355,0.141410559
77.094158,0.005625192,77.762855,0.115029375,77.8435,0.311844435,69.651197,0.173921347
77.197488,0.002220267,77.866357,0.122152069,77.947045,0.261110202,69.741305,0.154142056
77.300832,0.002798795,77.969693,0.095793836,78.050417,0.310009472,69.831248,0.16232659
77.404172,0.00219377,78.073338,0.129829224,78.153988,0.657511692,69.921135,0.159371064
77.507685,0.00224014,78.17667,0.245285107,78.257347,0.445201573,70.011208,0.169601731
77.611168,0.00361028,78.279975,0.148531627,78.360687,0.410089318,70.100982,0.155051449
77.714518,0.004065153,78.383475,0.12466847,78.464262,0.203680836,70.19079,0.153460012
77.818025,0.004367666,78.486937,0.07696348,78.56762,0.336790006,70.28065,0.144820781
77.921493,0.002961644,78.590263,0.135139256,78.671205,0.523956179,70.370668,0.176649525
78.024845,0.004500705,78.693783,0.079586508,78.774505,0.309513537,70.46064,0.1425473
78.128365,0.003601448,78.797248,0.092957554,78.877848,0.284865527,70.550475,0.152550619
78.231843,0.002540445,78.900592,0.143136293,78.981457,0.225502011,70.640333,0.150049789
78.33519,0.003266917,79.003947,0.202484967,79.08494,0.232345925,70.730222,0.158916368
78.438768,0.001944252,79.1073,0.092765625,79.18827,0.277724051,70.820147,0.137772988
78.542233,0.003718478,79.21088,0.098459515,79.29178,0.061148885,70.910185,0.145275478
78.645535,0.002943979,79.314313,0.064765334,79.395268,0.300884254,71.00007,0.141865255
78.749072,0.003945363,79.417642,0.114368286,79.498607,0.182702751,71.09006,0.121858617
78.852405,0.002236828,79.52122,0.089652112,79.601958,0.100774156,71.180098,0.185743451
78.95585,0.004421765,79.624702,0.149192715,79.705363,0.394120185,71.270158,0.145730174
79.059318,0.004943434,79.728042,0.100037597,79.808735,0.27534356,71.359858,0.149822441
79.162642,0.003923281,79.831522,0.059540603,79.912307,0.249852459,71.449817,0.12640558
79.266163,0.005053288,79.934872,0.206387521,80.015647,0.227783316,71.539793,0.188698977
79.369625,0.002977653,80.038383,0.07126959,80.118985,0.206210108,71.629608,0.104807504
79.472952,0.003401613,80.141697,0.087178362,80.222338,0.21469061,71.719563,0.141183211
79.576443,0.001579912,80.245172,0.116991314,80.32584,0.192968622,71.809595,0.097532363
79.679758,0.002187145,80.34865,0.103705571,80.429308,0.443961734,71.89948,0.126178232
79.78324,0.001579912,80.45195,0.039537349,80.53264,0.384746998,71.98933,0.17596748
79.886582,0.001490483,80.55535,0.107330894,80.636008,0.350527428,72.079462,0.125041491
79.990083,0.005035623,80.65854,0.085323049,80.739357,0,72.16936,0.141865255
80.09341,5.67E-04,80.761903,0.097073362,80.84272,0.181462911,72.259293,0.150504486
80.19689,0.003042241,80.865123,0.083744967,80.94619,0.326474541,72.34941,0.1921092
80.300225,0.001893465,80.968468,0.050477295,81.049532,0.339319279,72.439368,0.183697318
80.40385,0.003546245,81.071963,0.12541486,81.152973,0.37909333,72.52937,0.168464991
80.507318,0.003876359,81.175322,0.097862403,81.256465,0.39848442,72.619138,0.118903091
80.610645,0.003329296,81.278652,0.076281067,81.35971,0.460030054,72.709195,0.17346665
80.714188,0.003431422,81.382187,0.070693804,81.463242,0.235271946,72.799002,0.145502826
80.817678,0.00223186,81.485535,0.056682996,81.566627,0.48740571,72.888913,0.143911389
80.92102,0.002338402,81.589105,0.011366455,81.670207,0.223468674,72.979102,0.122085965
81.024547,0.004047488,81.692472,0.190201519,81.77371,0.171246634,73.069048,0.17596748
81.127868,7.55E-04,81.795817,0.162329181,81.87707,0.419512098,73.158915,0.175285436
81.231198,0.002144639,81.899423,0.055062263,81.980538,0.271624041,73.24929,0.122085965
81.334543,0.003945363,82.002918,0.066769924,82.083892,0.406667361,73.33928,0.170056428
81.437885,0.002795483,82.1064,0.121746885,82.187493,0.487752865,73.429393,0.143684041
81.541415,0.002356067,82.209898,0.047214504,82.290872,0.234676823,73.519672,0.134590114
81.644725,0.005862565,82.313237,0.073572737,82.394203,0.272318351,73.609615,0.202112519
81.748292,0.003762088,82.416567,0.095601907,82.49779,0.219352407,73.699447,0.189835718
81.851753,0.002833573,82.519948,0.088777769,82.601283,0.164253939,73.789262,0.125723536
81.95509,0.00291693,82.623447,0.030601993,82.704708,0.395558399,73.879608,0.17346665
82.058593,9.42E-04,82.726803,0.060841455,82.807963,0.263292319,73.969623,0.157552279
82.16194,0.003060458,82.830357,0.168876088,82.911458,0.202589777,74.059518,0.147321611
82.265412,0.003058802,82.93373,0.084427381,83.014787,0.369868924,74.14974,0.14004647
82.368735,0.001360755,83.037318,0.069584881,83.11829,0.248364652,74.23978,0.151413878
82.472237,0.001774226,83.140807,0.022690259,83.221637,0.210623937,74.329707,0.14618487
82.575408,0.002877735,83.244162,0.057386735,83.325167,0.201895467,74.419953,0.19461003
82.678967,0.00158212,83.347725,0.099483136,83.428672,0.242215048,74.510003,0.14504813
82.782452,0.00156059,83.451102,0.162947618,83.532048,0.121653053,74.599987,0.160735153
82.885802,0.001205635,83.5547,0.097478545,83.635537,0.262796384,74.690057,0.187789585
82.989335,0.003639538,83.658192,0.097755776,83.738903,0.076126146,74.779905,0.08184534
83.09267,0.003249252,83.761563,0.024183039,83.842477,0.316754199,74.86917,0.136181551
83.19601,0.002274366,83.865087,0.124540517,83.945848,0.250546769,74.958677,0.051153337
83.299523,0.002450464,83.968433,0.102959181,84.049013,0.268350865,75.048418,0.040240625
83.402995,0.001530781,84.072108,0.044996659,84.152367,0.238445936,75.138567,0.029555262
83.506352,0.002351098,84.175608,0.170880678,84.255855,0.329698124,75.228702,0.027963824
83.609883,0.002132494,84.278948,0.106947036,84.359197,0.200060504,75.318675,0.023644209
83.713213,0.002072875,84.382488,0.110657661,84.462783,0.234924791,75.409488,0.018415201
83.816695,0.002812596,84.485993,0.091592726,84.566298,0.366397374,75.50049,0.01364089
83.920025,0.001088052,84.589348,0.070629827,84.669663,0.289626511,75.59221,0.006593097
84.02335,0.001903954,84.693055,0.158192047,84.773195,0.374183566,75.684317,0.013186194
84.126832,0.001014632,84.796423,0.074532381,84.876813,0.098641632,75.776588,0.004546963
84.230318,0.002672932,84.9,0.100144224,84.980177,0.29473465,75.868845,0.004319615
84.333647,4.69E-04,85.003492,0.11724722,85.083687,0.119917278,75.961373,0.003864919
84.437153,0.001630146,85.106822,0.13530986,85.187183,0.245537818,76.053755,0.001136741
84.540618,0.002330121,85.210422,0.106861735,85.29053,0.273706971,76.146155,0.002955526
84.64396,0.002829709,85.31392,0.102596648,85.394057,0.104543268,76.23869,0.002273482
84.747445,0.001829429,85.417272,0.033544903,85.497423,0.127257128,76.33097,0.001136741
84.850802,9.68E-04,85.52073,0.061758448,85.60101,0.15319457,76.423248,0.0061384
84.954335,0.003489385,85.624078,0.04970958,85.704523,0.125670133,76.515762,0.00500166
85.057763,0.001598681,85.727573,0.120637963,85.80789,0.151260421,76.608155,0.004319615
85.161105,0.001812868,85.830913,0.124775097,85.911447,0.205714172,76.700427,0.001364089
85.264555,0.001303344,85.934422,0.107330894,86.014823,0.239536994,76.792967,4.55E-04
85.367875,0.00277009,86.037758,0.091955258,86.118405,0.179578355,76.885357,9.09E-04
85.471385,0.001687558,86.14109,0.028128243,86.221917,0.238049187,76.977768,0.002046133
85.574733,8.40E-04,86.244445,0.083830269,86.32526,0.145110817,77.070055,0.002955526
85.678222,0.003288446,86.347962,0.061694472,86.42877,0.230758931,77.162442,0.003864919
85.781583,0.001100749,86.451375,0.111638631,86.532042,0.257589058,77.25473,0.00250083
85.88516,0.004441086,86.554717,0.105070398,86.635508,0.39848442,77.347253,0.005683704
85.988627,0.002439423,86.658213,0.127909935,86.73885,0.246232128,77.439638,0
86.091973,0.00274856,86.761552,0.027040646,86.842418,0.16177426,77.531933,0
86.195517,9.35E-04,86.865052,0.055574073,86.94592,0.25401832,77.624437,0.005229008
86.298828,0.00105493,86.968397,0.08163375,87.049268,0.102113182,77.716957,0.002046133
86.402175,0.00252278,87.07192,0.103172435,87.15264,0.186124708,77.809338,0
86.505548,0.008236296,87.175273,0.077496616,87.255993,0.182603564,77.901625,0.002728178
86.609002,0.002610001,87.278765,0.054401174,87.359563,0.324887547,77.993897,0
86.712367,0.004171143,87.382098,0.142155323,87.462938,0.097500979,78.086277,0.007729838
86.815883,0.001054378,87.485647,0.136504084,87.566507,0.298107013,78.178552,0.007957186
86.919223,0.002868351,87.589135,0.09250972,87.670008,0.197332857,78.271087,0.005911052
87.02286,0.002527748,87.692613,0.059007468,87.773365,0.202093841,78.363618,0.005229008
87.126252,0.003620769,87.796118,0.102234116,87.876868,0.150218956,78.455893,0.007729838
87.229608,0.001765394,87.899602,0.098011681,87.980245,0.357916871,78.548193,0.001591437
87.333112,0.00237318,88.002958,0.111532004,88.083847,0.304702959,78.640585,0.002728178
87.43637,0.002074531,88.106493,0.109079579,88.18735,0.157558806,78.732837,0.003182874
87.539857,0.001244829,88.209985,0.078840118,88.290688,0.175114933,78.825212,0.010458016
87.643197,0.001786923,88.313358,0.079501207,88.394283,0.188604387,78.917488,0.005229008
87.746538,0.002903129,88.416907,0.10809861,88.497797,0.200506846,79.009973,0.004319615
87.849885,0.001173617,88.520265,0.076558297,88.60116,0.215533701,79.102353,0.002728178
87.953225,0.001534093,88.623817,0.084406056,88.70472,0.301082628,79.194645,0.007047793
88.056693,0.002935147,88.72719,0.110444407,88.808085,0.1684198,79.286932,0
88.160158,0.001058243,88.830767,0.061779774,88.911535,0.22937031,79.379458,0.002046133
88.263507,0.001709087,88.934268,0.069520905,89.014897,0.215732076,79.471828,0.001364089
88.36689,0.001118966,89.037618,0.080311573,89.11848,0.173527939,79.564105,0.00250083
88.470517,0.00278113,89.14121,0.086666552,89.221872,0.246132941,79.656627,4.55E-04
88.573838,0.001545134,89.244578,0.102468696,89.325217,0.156666121,79.749007,0.00250083
88.677363,0.002475305,89.347933,0.105688836,89.428797,0.168370206,79.841397,0.003637571
88.780828,0.001592056,89.451337,0.075172144,89.532287,0.21662476,79.933673,0
88.884177,0.001164785,89.554653,0.089055,89.635637,0.200258878,80.026063,0.002728178
88.987682,0.002735312,89.658015,0.05764264,89.73913,0.416040548,80.118338,0.007047793
89.091177,0.00101684,89.761503,0.073636713,89.842627,0.19792798,80.210855,0.004546963
89.194513,0.003158167,89.864848,0.050903804,89.945933,0.281741131,80.303252,0.003410222
89.298205,0.001499867,89.968373,0.099717715,90.04943,0.186967799,80.395507,0.002046133
89.401567,0.002131942,90.071723,0.109164881,90.152788,0.198423916,80.488025,0.003637571
89.505142,4.31E-04,90.175313,0.033950086,90.25615,0.212508493,80.580317,0.004774311
89.608647,0.003715166,90.278803,0.069073071,90.359523,0.23338739,80.67263,6.82E-04
89.712,0.001719575,90.382168,0.113728523,90.463127,0.149475052,80.764947,0.003864919
89.815537,0.002115933,90.485503,0.131684536,90.566637,0.334756669,80.857463,0
89.919028,7.72E-04,90.589038,0.110551034,90.670003,0.166584837,80.949987,0.003410222
90.022505,0.004018231,90.692412,0.157658911,90.7736,0.121702647,81.042373,0.005229008
90.12603,9.85E-04,90.795973,0.079117349,90.877113,0.075183868,81.134653,0
90.229518,0.001908922,90.899315,0.023841832,90.98048,0.163758003,81.227172,0.004546963
90.332882,0.003750496,91.002698,0.086495948,91.083915,0.165543372,81.319468,0.00500166
90.43649,0.003115661,91.106175,0.052396584,91.187287,0.019639058,81.411878,0.005229008
90.539965,0.00144356,91.209515,0.0804182,91.290782,0.285163088,81.504348,0
90.643312,0.00197903,91.313093,0.041243384,91.394132,0.100575781,81.596745,0.001136741
90.746707,0.001669893,91.416427,0.114752144,91.49768,0.034566726,81.689005,0.002273482
90.850032,0.002020984,91.519995,0.112768879,91.601038,0.218608503,81.78155,0.001818785
90.953597,0.001663268,91.623505,0.122685204,91.704658,0.16772549,81.87383,0
91.057075,0.001597025,91.726842,0.118569396,91.808158,0.100079846,81.966,0.005683704
91.160407,0.002564734,91.830433,0.161156282,91.911495,0.329251782,82.05854,0
91.26391,0.001626282,91.933788,0.071674774,92.014817,0.430521873,82.150915,0.002273482
91.367263,0.001535197,92.037133,0.087029084,92.118357,0.049048051,82.243195,0.002046133
91.470748,0.002430591,92.140612,0.113003459,92.221825,0.20263937,82.335585,0.002046133
91.57411,0.002711574,92.244122,0.12545751,92.32518,0.225601198,82.42784,0.002728178
91.677647,0.001727304,92.347598,0.066428718,92.428807,0.090657065,82.520357,0
91.781145,5.56E-04,92.450955,0.014714547,92.532163,0.20720198,82.612782,0.007047793
91.88447,6.64E-04,92.554477,0.06954223,92.63551,0.220790621,82.705048,0
91.987933,0.001393877,92.657827,0.070608502,92.739082,0.136084785,82.797562,0.001136741
92.091285,0.001510356,92.761392,0.077283362,92.842422,0.259176052,82.889952,0.00250083
92.194755,0.001020153,92.864908,0.051842123,92.945787,0.078209077,82.982237,0.001364089
92.298097,0.001821149,92.968248,0.053462855,93.049297,0.111188808,83.074777,0
92.40172,0.002244004,93.07157,0.03859903,93.152647,0.347551813,83.167178,0.003637571
92.505077,0.001578807,93.175148,0.065554375,93.256188,0.293990746,83.259465,0.0061384
92.608635,0.00414575,93.278632,0.043247974,93.359527,0.194952365,83.351955,0.00250083
92.712137,0.001825013,93.382122,0.091443448,93.462853,0.217914193,83.444495,0.005229008
92.8155,0.002413478,93.485472,0.101551702,93.566415,0.296569612,83.536773,0.001136741
92.918982,0.001298376,93.588993,0.062035679,93.669782,0.138762839,83.628997,0.002273482
93.022342,0.002698878,93.692622,0.108823674,93.77337,0.192175125,83.721525,0.006820445
93.125898,0.001783611,93.795903,0.128315118,93.876878,0.15180595,83.81392,0.001818785
93.22941,9.75E-04,93.899398,0.044314246,93.980238,0.192869435,83.906205,0.002955526
93.332703,1.95E-04,94.002745,0.154481422,94.083707,0.232494706,83.998737,0.004546963
93.436172,0.002467577,94.106365,0.137719633,94.187073,0.169560452,84.091012,0
93.539673,0.001459017,94.209712,0.074020571,94.290602,0.307182638,84.183522,0
93.643002,0.001254766,94.313212,0.045337866,94.393942,0.110643278,84.275825,0.008411882
93.746525,0,94.416505,0.192547316,94.497493,0.404832398,84.368215,0.003864919
93.850008,0.001390013,94.520053,0.04354653,94.600827,0.211268653,84.460492,0.004774311
93.95335,0.001934867,94.623398,0.057472036,94.704192,0.142680731,84.553012,6.82E-04
94.056855,0.001448528,94.726995,0.071845377,94.807778,0.263093945,84.645538,0.003410222
94.160332,0.001460121,94.830495,0.237117467,94.911103,0.133456325,84.737812,0.004774311
94.263693,0.003021815,94.933835,0.063656411,--,--,84.830323,4.55E-04
94.367197,0.003217786,--,--,--,--,84.922725,0.002273482
94.47082,0.002213643,--,--,--,--,85.01502,0.001591437
94.574147,0.002573015,--,--,--,--,85.107415,0
94.677667,0.001365172,--,--,--,--,85.199683,0.003182874
