CHROMATOGRAM,Lactoferrin_M9,CHROMATOGRAM,IgY_M9-1,CHROMATOGRAM,IgY_M9-2,CHROMATOGRAM,IgY_M9-3
Lactoferrin_M9.raw,,IgY_M9_1.raw,,IgY_M9_2.raw,,IgY_M9_3.raw,
Data points: 929,,Data points: 922,,Data points: 921,,Data points: 923,
Time,--,Time,--,Time,--,0.021072,0.004774311
30.1529,0.399672909,30.543393,1.222288402,30.579735,1.36858445,27.44981,0.006593097
30.241982,0.445231441,30.646932,1.24171587,30.683323,1.565421372,27.542087,0.004319615
30.3338,0.430310606,30.75043,1.31569379,30.786848,1.009824488,27.634615,0.002046133
30.42096,0.467890089,30.853718,1.22836615,30.890118,1.042209096,27.727012,0.005456356
30.511662,0.473067032,30.957127,1.266197465,30.993677,1.281349342,27.819173,0.005229008
30.602773,0.573021555,31.060467,1.388840018,31.097078,1.174475176,27.911798,0.005456356
30.688047,0.584154356,31.16397,1.949698853,31.200422,1.637679219,28.004167,0.021143379
30.773565,0.572648382,31.267018,6.454120361,31.303908,2.549605979,28.096438,0.010003319
30.85894,0.642357149,31.36222,26.54495817,31.40725,5.588155069,28.188943,0.0061384
30.943225,1.211833012,31.445522,69.35693376,31.510537,7.764519761,28.281472,0.009093927
31.02304,4.68585758,31.526258,100,31.613817,5.84162786,28.373857,0.005683704
31.100792,26.44184636,31.605982,84.98962624,31.716668,3.087101206,28.466147,0.010685364
31.178152,71.44096672,31.686643,51.15478275,31.819995,1.653747539,28.558433,0.003182874
31.255263,100,31.769088,19.26914762,31.923488,1.63048815,28.650938,0.014777631
31.332342,90.97335475,31.862113,5.845791117,32.02672,1.319139651,28.743325,0.003410222
31.409565,60.92575994,31.962867,1.535025847,32.130067,1.313287608,28.835592,0.01614172
31.486645,27.77583049,32.065725,0.954696894,32.233417,1.202148394,28.928043,0.038194492
31.564038,11.82655932,32.169187,1.344440471,32.336947,1.483591964,29.020322,0.076616332
31.641803,3.620325923,32.272477,2.143440393,32.440315,1.437618715,29.1125,0.052517426
31.723008,1.209177745,32.375945,2.762091146,32.543875,1.641249957,29.205017,0.023871557
31.813958,0.288358148,32.479163,3.643897717,32.647385,1.705870392,29.297537,0.014095586
31.913042,0.105212063,32.582387,3.338027061,32.750725,1.427898373,29.389817,0.009548623
32.015703,0.072442423,32.685788,2.857479799,32.85425,1.959888712,29.482312,0.006593097
32.118578,0.04395654,32.78888,2.317327958,32.957418,1.367096643,29.574673,0.00500166
32.221943,0.038729914,32.892132,2.097334812,33.060982,1.377610482,29.667067,0.007502489
32.325282,0.034910415,32.995487,1.958868788,33.164483,1.636389786,29.759352,0.003637571
32.428798,0.031264805,33.098822,1.803257118,33.267963,1.68811589,29.851752,0.010458016
32.532283,0.028273351,33.202248,1.641908908,33.371302,2.171901269,29.944033,0.006365749
32.635643,0.024300387,33.305588,1.468980988,33.474797,2.064382386,30.036573,0.015459675
32.73919,0.023764365,33.40901,1.660078175,33.57813,2.163916703,30.128957,0.014322934
32.84269,0.024530031,33.512202,1.430872443,33.681697,3.326687794,30.221228,0.005911052
32.94599,0.0195601,33.615698,1.444222162,33.785187,13.07296704,30.31362,0.017733157
33.049557,0.02028878,33.719208,1.755658756,33.879302,47.22528876,30.406013,0.002728178
33.152887,0.014643163,33.822538,2.513010112,33.962372,88.43304123,30.498338,0.00250083
33.25647,0.018766832,33.925917,4.721429094,34.044777,100,30.59099,0.005456356
33.359982,0.016550981,34.027373,6.551854811,34.129228,70.71003129,30.683383,0.020916031
33.46331,0.016482529,34.128497,5.684272303,34.217008,29.58247164,30.775663,0.017505809
33.566853,0.017020759,34.229412,3.820386984,34.315833,8.242998626,30.868178,0.008866578
33.670323,0.017084795,34.331893,4.246298492,34.418397,2.562797871,30.960437,0.007502489
33.77367,0.014376533,34.433925,4.62473959,34.52121,1.703440307,31.052722,0.003637571
33.877238,0.015788075,34.53665,4.853710742,34.624693,1.746785096,31.14525,0.010458016
33.980742,0.015360251,34.638638,4.388133933,34.728125,1.063286368,31.237512,0.006365749
34.084063,0.017020207,34.741523,3.342420099,34.831708,1.392835711,31.329802,0.015459675
34.18758,0.013518125,34.84385,2.32361896,34.93522,1.38311537,31.422282,0.014322934
34.290872,0.013882465,34.946972,1.252016053,35.038577,1.146504396,31.51477,0.005911052
34.394383,0.01300032,35.050157,0.998456679,35.142273,1.299450999,31.60715,0.017733157
34.497713,0.011609203,35.153688,0.76176572,35.245663,1.209686618,31.699427,0.002728178
34.601228,0.010589603,35.257207,0.379677973,35.349085,1.30431117,31.791755,0.00250083
34.704717,0.014837478,35.360617,0.373770829,35.452585,0.969901656,31.884138,0.005456356
34.808037,0.010856786,35.464143,0.373600225,35.555943,1.309220934,31.976527,0.020916031
34.911562,0.011922205,35.567642,0.421497143,35.6591,1.574199436,32.068792,0.007047793
35.01492,0.012998664,35.67114,0.385073307,35.762435,1.456414682,32.161302,0.013413542
35.118495,0.012417928,35.774613,0.461034492,35.865918,1.218762243,32.253822,0.008184534
35.221833,0.011811799,35.87814,0.428257305,35.969285,1.133014943,32.346328,0.009321275
35.325158,0.012782268,35.98163,0.482167994,36.072807,1.532838389,32.438607,0.006820445
35.428493,0.011901228,36.084973,0.498353997,36.176167,1.759877801,32.531237,0.009321275
35.532035,0.014164553,36.188505,0.562778124,36.27968,2.231264785,32.623628,0.017733157
35.635508,0.010621069,36.291873,0.384262941,36.38301,3.072471099,32.715905,0.007047793
35.73888,0.012006665,36.395457,0.525586572,36.48639,3.151176112,32.80833,0.009093927
35.842382,0.010949527,36.498838,0.424717283,36.58987,2.318747861,32.90066,0.01114006
35.945718,0.01348942,36.602217,0.486646335,36.69321,1.674775217,32.99306,0.014095586
36.049252,0.009151563,36.705807,0.310967435,36.796712,1.104151479,33.085342,0.007729838
36.152498,0.013805181,36.80911,0.355452284,36.90006,0.999013088,33.177748,0.017733157
36.25597,0.011476164,36.912468,0.377481454,37.003655,0.785413536,33.270002,0.005911052
36.35937,0.010775085,37.016052,0.398017844,37.107037,1.068840849,33.362547,0.016823764
36.462707,0.011976856,37.119555,0.33820001,37.210373,0.754467142,33.454927,0.015687023
36.566255,0.009916126,37.222912,0.351037919,37.313952,0.674423103,33.547157,0.014777631
36.66949,0.013049451,37.326417,0.348158986,37.417473,0.925862556,33.639688,0.020006639
36.77266,0.010392528,37.429672,0.425612952,37.520825,0.997078938,33.732083,0.014095586
36.876193,0.013692015,37.533193,0.460799913,37.624372,0.763393986,33.824255,0.207568875
36.979692,0.013360796,37.636537,0.371702262,37.727723,0.830742069,33.916308,3.472061184
37.083042,0.013322154,37.740005,0.404415473,37.831312,0.810210326,34.006255,20.46565451
37.186613,0.011321043,37.843355,0.337474945,37.93479,0.745540297,34.095438,49.70490208
37.289992,0.012813182,37.946962,0.368034288,38.038042,0.894767381,34.18483,46.35151664
37.393585,0.012035923,38.050408,0.347689827,38.14157,0.857026666,34.274328,18.69938661
37.496935,0.012808766,38.153763,0.377289525,38.244883,0.817798144,34.365307,4.386000809
37.600588,0.013965822,38.257255,0.373706853,38.348437,0.858216912,34.457775,0.971231363
37.703912,0.015471761,38.360547,0.382514256,38.451767,0.588725395,34.550158,0.535632278
37.807473,0.015258678,38.464032,0.470588285,38.555345,0.870615308,34.642553,0.404225038
37.910933,0.013507637,38.567382,0.388058868,38.658847,0.805647717,34.734837,0.372850991
38.014287,0.012770124,38.670918,0.406782596,38.762312,0.811698134,34.82705,0.287822778
38.117792,0.014086717,38.774397,0.281154482,38.865858,1.107623029,34.919332,0.279865592
38.221038,0.011382871,38.877927,0.364110409,38.969352,0.814227406,35.011977,0.265315309
38.324558,0.01223355,38.981332,0.38198112,39.072673,0.686176781,35.104355,0.276228021
38.427912,0.00978419,39.0849,0.442865225,39.176248,0.814128219,35.196633,0.262132435
38.531483,0.012288201,39.188407,0.362894859,39.2796,1.032736723,35.288868,0.211661142
38.634842,0.01190454,39.29176,0.305252219,39.383153,1.008981397,35.38127,0.289186867
38.73819,0.010385352,39.39527,0.436382294,39.486507,0.927399957,35.47355,0.238715574
38.841525,0.014975486,39.498635,0.329243329,39.589753,0.925812963,35.566058,0.241898448
38.945003,0.012528334,39.602193,0.246052823,39.693307,0.92452353,35.658455,0.223937943
39.048478,0.008469253,39.705498,0.338242661,39.796413,0.896651937,35.750663,0.237124137
39.151815,0.010184964,39.809008,0.314763361,39.900023,0.665893007,35.843133,0.245763367
39.255258,0.013792484,39.912503,0.50991238,40.003547,0.914406439,35.935533,0.217344846
39.358608,0.012193804,40.01584,0.529958285,40.106917,0.924225968,36.027762,0.199156993
39.462142,0.014284344,40.119278,0.222722801,40.210488,0.766964724,36.12027,0.226893469
39.565635,0.012044755,40.222767,0.371169126,40.314023,0.825832304,36.212928,0.218254239
39.66898,0.013246526,40.326132,0.351165872,40.417345,1.004022039,36.305322,0.195974119
39.772462,0.014245149,40.429563,0.45301613,40.520923,0.923035722,36.397608,0.216435454
39.875708,0.009735612,40.532883,0.414267822,40.624427,0.861390902,36.490127,0.193700637
39.97923,0.010765701,40.636447,0.385094633,40.727818,0.811549353,36.582595,0.232122477
40.082558,0.009449108,40.740032,0.343318113,40.83131,0.901710483,36.674972,0.209615009
40.186137,0.010149082,40.843382,0.34687946,40.9348,0.787744434,36.767253,0.224392639
40.289633,0.011599267,40.946878,0.367821034,41.038145,0.740928094,36.859753,0.160962501
40.39298,0.012012738,41.050173,0.358928329,41.141645,1.070774999,36.952143,0.236896788
40.496428,0.012454914,41.153707,0.327643922,41.245,0.916935712,37.044422,0.246900108
40.599762,0.011481132,41.257072,0.333209859,41.348347,0.707700395,37.136853,0.207341527
40.703273,0.009396665,41.360507,0.313952995,41.45186,0.831535566,37.229253,0.23303187
40.806583,0.009655015,41.464007,0.393688781,41.55536,1.072163619,37.32153,0.183924666
40.910113,0.010788334,41.567357,0.280493394,41.658743,0.888320216,37.414062,0.219618328
41.013445,0.012180003,41.670847,0.351656357,41.762405,0.860944559,37.506337,0.218026891
41.116947,0.012139153,41.774192,0.231700808,41.865732,0.632516527,37.598945,0.21438932
41.220303,0.008661912,41.877805,0.491082025,41.969335,0.823451812,37.691602,0.235532699
41.323847,0.010702217,41.981305,0.343019557,42.072825,0.89045274,37.783937,0.217799543
41.427323,0.012059108,42.084805,0.392835764,42.17615,0.552075739,37.876198,0.214616668
41.53066,0.006293149,42.188153,0.439218576,42.279517,0.991574051,37.968658,0.305101238
41.634127,0.010244584,42.29166,0.258592176,42.383068,0.93201216,38.061035,0.262132435
41.737537,0.009636246,42.395165,0.364174385,42.486433,1.1472483,38.153323,0.273727191
41.840895,0.009663848,42.4985,0.483618124,42.59001,0.722677657,38.2455,0.253947901
41.944415,0.010393632,42.602227,0.390852499,42.693508,1.078809159,38.338025,0.21939098
42.047762,0.010114305,42.705588,0.386907294,42.796868,0.918225145,38.43055,0.224165291
42.15112,0.013565048,42.809147,0.445445602,42.900437,0.80098592,38.52281,0.243035189
42.254612,0.009976297,42.91264,0.412071303,43.003807,0.943121122,38.615195,0.290096259
42.357938,0.009275218,43.016007,0.303183652,43.107412,0.736762233,38.707448,0.245990715
42.461435,0.008430611,43.119542,0.431626723,43.210897,0.873094987,38.79972,0.276228021
42.564805,0.007765414,43.222838,0.412988296,43.314138,0.936822738,38.892103,0.240761707
42.668473,0.009933238,43.326548,0.469607316,43.417613,0.90180967,38.98439,0.270999013
42.77199,0.01241296,43.430027,0.461354374,43.520995,0.686176781,39.076878,0.31351312
42.875202,0.009801303,43.533285,0.534671206,43.624538,0.834164026,39.169208,0.259631605
42.978748,0.009791919,43.636805,0.324167876,43.727887,0.636880762,39.261482,0.317378039
43.081938,0.011248175,43.740288,0.26371028,43.831485,0.765576104,39.353848,0.313058424
43.185448,0.01262494,43.843642,0.392473232,43.93485,1.007989526,39.446233,0.333974455
43.288708,0.011012458,43.947127,0.256267704,44.038213,1.09170349,39.53839,0.323971136
43.392283,0.011035092,44.050547,0.319305678,44.141725,0.972976458,39.63081,0.320106217
43.495777,0.010118169,44.153778,0.417445311,44.245127,0.895114536,39.723077,0.339885507
43.59904,0.012331811,44.257303,0.326876206,44.348375,0.751342746,39.81557,0.372850991
43.702517,0.011144946,44.360782,0.341206896,44.45191,0.913513755,39.907973,0.378534696
43.805878,0.011748315,44.464145,0.295016012,44.555278,0.734183367,40.000222,0.398768682
43.909302,0.01000169,44.567653,0.519786055,44.658705,0.794142006,40.092502,0.454241635
44.012638,0.013199051,44.671157,0.453165408,44.762217,0.895064943,40.184903,0.435144389
44.116223,0.013232725,44.774532,0.435230721,44.86576,0.76537773,40.277182,0.45606042
44.219732,0.012387014,44.878052,0.480504611,44.969125,0.940988598,40.369698,0.576782296
44.323177,0.009765421,44.981422,0.450904913,45.072663,0.929482888,40.46207,0.544726205
44.426738,0.011837192,45.084998,0.303204978,45.176177,0.74668095,40.554342,0.64066713
44.530215,0.008870028,45.188493,0.445722833,45.27957,0.776288317,40.646757,0.699322957
44.633548,0.011557865,45.291987,0.401344611,45.38316,0.962561806,40.738967,0.875745134
44.737185,0.009558962,45.395548,0.42827863,45.486545,1.263396466,40.831105,1.806053827
44.840535,0.009938207,45.499027,0.393475527,45.589908,0.940492663,40.922633,7.916035776
44.943903,0.005938745,45.60237,0.508270322,45.693457,0.830394914,41.012337,33.21488494
45.047395,0.010842985,45.705915,0.392515883,45.796843,1.113921414,41.101325,81.64731934
45.150745,0.01057801,45.809307,0.382215699,45.900362,0.82563393,41.190412,100
45.254293,0.010408537,45.9129,0.358416519,46.003693,0.951204876,41.279295,69.23342746
45.357645,0.010882179,46.01641,0.346943437,46.106992,1.025694434,41.368457,32.98162572
45.46123,0.010841329,46.119702,0.451395398,46.210625,1.174623957,41.458277,12.10674451
45.564408,0.012916412,46.2232,0.428875742,46.314152,1.105540099,41.549625,3.793986186
45.667917,0.010911989,46.32654,0.423736314,46.417525,0.879194997,41.641867,1.270194201
45.771313,0.011091399,46.430127,0.430965635,46.521055,0.822410347,41.734005,0.444465664
45.87467,0.011082566,46.533617,0.314080947,46.624568,1.038985514,41.826485,0.2416711
45.978197,0.011631837,46.637098,0.309325376,46.727937,0.801630637,41.91887,0.155051449
46.081537,0.010245136,46.74034,0.38496668,46.831448,1.032786316,42.011152,0.132543981
46.185138,0.01040136,46.843875,0.429792736,46.934842,0.552968424,42.103648,0.096850319
46.28868,0.012273296,46.947227,0.401728469,47.038423,1.032191193,42.19601,0.11526552
46.392035,0.011075942,47.050817,0.519466173,47.14177,0.827369705,42.288292,0.149140397
46.495618,0.013151577,47.154088,0.280685323,47.245397,0.78228914,42.380558,0.256676079
46.599123,0.007804056,47.257293,0.453954449,47.348647,0.87051612,42.47276,0.295552615
46.702462,0.007932128,47.360833,0.537400861,47.452138,0.943666652,42.564968,0.284867251
46.805928,0.008891557,47.464362,0.381042801,47.555487,0.951750405,42.657443,0.197792904
46.909252,0.012352237,47.567745,0.377225549,47.658842,0.915993434,42.749917,0.150277137
47.012742,0.012432833,47.671273,0.412860344,47.762452,1.080991276,42.842278,0.100487889
47.11609,0.013131152,47.774595,0.345024148,47.865983,0.992218767,42.934548,0.088438436
47.21964,0.009207318,47.878187,0.418298329,47.969353,1.01012205,43.026938,0.060474612
47.32298,0.010799926,47.981677,0.312332262,48.07304,0.874235639,43.119227,0.08184534
47.426545,0.010347813,48.084983,0.382087747,48.176418,1.100035211,43.211672,0.072751413
47.529887,0.013126735,48.18852,0.4589446,48.280017,1.029810701,43.30401,0.070932628
47.633452,0.014046418,48.291872,0.525543921,48.38354,0.963950426,43.396292,0.07434285
47.736933,0.011803518,48.395445,0.279747004,48.486918,0.864019361,43.488757,0.093667444
47.840283,0.009626309,48.498945,0.458070257,48.590497,0.920109701,43.581277,0.067977101
47.943792,0.010506246,48.602287,0.491167326,48.69386,1.034125343,43.673525,0.042968803
48.047118,0.010388112,48.705797,0.584999223,48.79722,0.938608107,43.765668,0.066158316
48.150683,0.007966906,48.809148,0.430922984,48.90079,0.969256939,43.858107,0.083664125
48.25415,0.011147706,48.912518,0.491124676,49.004282,1.116252312,43.950485,0.054108863
48.357495,0.009907845,49.016058,0.4032639,49.107658,0.818591641,44.042715,0.067749753
48.461033,0.00863155,49.119388,0.519636777,49.211203,0.882864922,44.135227,0.077298376
48.564528,0.012570841,49.222965,0.338263986,49.314707,0.824542871,44.227622,0.079117162
48.667828,0.009683169,49.3266,0.413542758,49.418068,1.128601114,44.319918,0.089802525
48.771348,0.011006938,49.429965,0.503685354,49.521538,1.003575697,44.412278,0.135726855
48.874858,0.011201253,49.533307,0.512876615,49.62489,1.045978209,44.504632,0.183697318
48.978208,0.008676265,49.63685,0.41712543,49.728473,1.116549874,44.596905,0.193018593
49.081737,0.009678752,49.740233,0.468029234,49.831847,0.938360139,44.6893,0.148458352
49.185037,0.008039774,49.84371,0.446661152,49.93519,1.022966787,44.78168,0.114583475
49.288625,0.010826424,49.947037,0.520745699,50.038803,1.041217225,44.873952,0.130725195
49.392112,0.011893499,50.050597,0.632256378,50.142173,1.016470028,44.966475,0.153914708
49.495463,0.007607534,50.153928,0.419919061,50.245538,1.026785493,45.058987,0.213025231
49.599028,0.011867554,50.257285,0.515883501,50.34912,1.055450582,45.15125,0.383081659
49.702377,0.012382598,50.360883,0.450393102,50.452502,1.121410045,45.243513,0.418547973
49.805955,0.008797712,50.464385,0.447876701,50.555897,0.762402115,45.336012,0.368531376
49.909427,0.010045301,50.567747,0.371723587,50.659393,1.473127718,45.428258,0.234850655
50.012637,0.011494381,50.671232,0.442929201,50.762812,0.801729824,45.520405,0.12890641
50.116178,0.009675992,50.774558,0.480568587,50.866377,1.036059492,45.612663,0.066385664
50.219677,0.00707648,50.878028,0.471953113,50.969877,0.778073686,45.704632,0.046379026
50.323033,0.00970801,50.981387,0.445061745,51.073192,0.984283794,45.796917,0.045696981
50.42654,0.009343118,51.08487,0.321779428,51.176777,1.026686306,45.889425,0.023416861
50.529858,0.010560897,51.188212,0.384241615,51.280288,0.994004136,45.981822,0.025008298
50.633413,0.009869203,51.291742,0.477540376,51.383538,0.790670456,46.074163,0.02978261
50.737037,0.009510383,51.395005,0.444144751,51.487053,0.967967506,46.166342,0.015459675
50.840352,0.009408257,51.498567,0.474170958,51.590408,1.059170101,46.258857,0.027509128
50.943852,0.013016329,51.60199,0.363854503,51.693872,0.950262598,46.351167,0.02228012
51.047308,0.012029299,51.705308,0.406228135,51.797227,0.922440599,46.44344,0.029327913
51.15065,0.01007787,51.80887,0.396866271,51.900803,1.051185535,46.535955,0.012731497
51.254105,0.010258937,51.912248,0.415462046,52.004332,0.912224322,46.628438,0.021598076
51.357477,0.013896818,52.015857,0.3896796,52.107752,0.994599259,46.720728,0.020233987
51.461005,0.010304203,52.119223,0.426700549,52.211352,0.82756808,46.813285,0.015459675
51.564343,0.00978419,52.222777,0.512684686,52.314857,1.306542881,46.90548,0.02228012
51.667713,0.007906734,52.326112,0.478947854,52.418228,0.790571268,46.997855,0.015004979
51.77127,0.01093407,52.429472,0.469522014,52.52182,0.96677726,47.090072,0.010003319
51.874613,0.009806271,52.533072,0.316554697,52.625345,0.975158575,47.182415,0.017051112
51.978202,0.00931938,52.63642,0.410088038,52.728815,1.098993746,47.274703,0.009775971
52.081588,0.010207598,52.73963,0.280685323,52.832168,0.919861733,47.367162,0.008411882
52.184942,0.011206221,52.843153,0.418213027,52.935688,1.034621279,47.459565,0.027054432
52.28834,0.01017834,52.946522,0.376926993,53.03918,0.807433086,47.551813,0.006820445
52.39161,0.011838296,53.04991,0.585319104,53.14262,1.152951562,47.644308,0.013186194
52.495168,0.011926069,53.153237,0.471910462,53.245893,0.915051156,47.736703,0.009321275
52.598658,0.013648404,53.256825,0.476623382,53.349243,0.789133055,47.828938,0.009775971
52.701983,0.008943448,53.360468,0.363257391,53.452765,1.028918017,47.92146,0.014095586
52.805317,0.01045822,53.463675,0.435998436,53.556138,1.244699686,48.013868,0.017960505
52.908783,0.009418746,53.567165,0.446917057,53.659762,0.815467246,48.10606,0.024098906
53.012037,0.00861775,53.670543,0.354258059,53.763093,0.922837348,48.19844,0.0061384
53.115565,0.010155707,53.774307,0.311244665,53.866537,0.752136243,48.291083,0.012958845
53.218905,0.010212014,53.87766,0.297276508,53.969877,0.905330814,48.383568,0.018187853
53.322588,0.011594299,53.981023,0.322355215,54.07346,1.015626937,48.475838,0.009093927
53.425928,0.008624926,54.084582,0.347220667,54.176985,0.83699086,48.568115,0.007047793
53.529503,0.01071381,54.187898,0.337773501,54.280367,1.111243361,48.66051,0.012049453
53.632867,0.009821728,54.291448,0.440817984,54.38394,1.024752156,48.752777,0.01364089
53.73621,0.011891291,54.394937,0.33348709,54.487277,0.815566433,48.845297,0.007047793
53.839708,0.013354724,54.498285,0.454167704,54.590872,1.013345633,48.937595,0.008411882
53.943058,0.009752172,54.601817,0.43467626,54.694398,1.306592475,49.029895,0.006820445
54.046625,0.014708855,54.70537,0.414097219,54.797792,1.150719851,49.122407,0.005683704
54.14997,0.011270257,54.808723,0.407955495,54.901298,1.135296247,49.214678,0.00863923
54.253287,0.01097768,54.912187,0.321139665,55.004648,0.996285441,49.307198,0.006365749
54.356772,0.010710498,55.015537,0.492126971,55.108243,0.880186869,49.399505,0.007275141
54.460042,0.013475067,55.119092,0.367863684,55.21172,0.767659034,49.491743,0.014777631
54.563572,0.011700288,55.222562,0.431008286,55.315038,0.999360243,49.584257,0.00250083
54.666907,0.011202909,55.325917,0.466344525,55.41861,1.029165985,49.67656,0.021370728
54.770627,0.009391144,55.429367,0.53488446,55.521978,1.140404386,49.768733,0.012049453
54.874067,0.012472579,55.532745,0.306659698,55.625538,1.037299332,49.861015,0.007275141
54.977408,0.010839121,55.636233,0.444827165,55.72907,1.095869351,49.953373,0.007957186
55.080867,0.00848195,55.739505,0.266909094,55.832433,0.920109701,50.045613,0.007275141
55.184205,0.012169514,55.843003,0.456172294,55.93587,1.066559545,50.138005,0.009321275
55.287767,0.008456005,55.946378,0.45474349,56.039227,1.15057107,50.230478,0.006365749
55.39124,0.014115422,56.049923,0.435614579,56.142812,1.199718308,50.3227,0.007729838
55.494582,0.009294539,56.153263,0.467666701,56.246167,1.213207762,50.41523,0.010912712
55.598068,0.009654463,56.256867,0.365859094,56.349515,0.803515193,50.507462,0.007957186
55.701468,0.007358568,56.360512,0.373728178,56.453077,1.249956606,50.599607,0.010003319
55.805058,0.012957262,56.463863,0.448004654,56.556455,1.168226385,50.692133,0.008184534
55.908528,0.014810429,56.567427,0.53908557,56.659822,1.069435972,50.784505,0.009548623
56.011843,0.009579939,56.670937,0.434633609,56.763328,0.928887765,50.876902,0.004319615
56.11535,0.01114329,56.774403,0.440028943,56.866848,0.95125447,50.969183,0.010003319
56.21883,0.015575543,56.877895,0.504303792,56.970257,1.231706168,51.061515,0.012504149
56.322337,0.010562553,56.981172,0.531237811,57.073752,0.945452021,51.153792,0.029555262
56.425883,0.011542408,57.084668,0.412966971,57.177103,1.078561191,51.246185,0.029100565
56.52922,0.011376246,57.188032,0.445978738,57.280613,0.92868939,51.338447,0.030237306
56.632772,0.015638475,57.291623,0.536206637,57.383808,0.966529292,51.430645,0.041150018
56.736282,0.01111624,57.395098,0.310924784,57.48731,1.02688468,51.52315,0.025008298
56.83965,0.013355828,57.49842,0.386224881,57.590685,0.958891881,51.615677,0.024553602
56.94319,0.011982376,57.601918,0.486774288,57.694277,1.25015498,51.708008,0.018869898
57.046663,0.013339267,57.705275,0.526610193,57.797813,0.88450151,51.800293,0.014550283
57.149992,0.011919445,57.808785,0.408744536,57.901197,0.913414568,51.892812,0.008184534
57.253522,0.011509286,57.912273,0.469159482,58.004782,0.974017923,51.985307,0.012958845
57.357007,0.011396672,58.015633,0.511661066,58.108148,0.687862963,52.07759,0.013186194
57.460328,0.010291506,58.11916,0.491487208,58.21177,0.9278463,52.169817,0.022052772
57.56385,0.012556488,58.222473,0.466941637,58.315295,0.991226896,52.262317,0.011822105
57.667352,0.011202909,58.325808,0.392515883,58.418675,0.96677726,52.354715,0.011367408
57.770688,0.011369622,58.42929,0.479779546,58.522197,0.955122769,52.447013,0.01364089
57.874243,0.013588233,58.532767,0.381789191,58.625698,0.898536493,52.539473,0.013413542
57.97772,0.010859546,58.636177,0.43640362,58.729085,0.914951969,52.631877,0.013868238
58.081075,0.011859825,58.739677,0.423608361,58.832677,0.811797321,52.72414,0.012731497
58.184555,0.011261976,58.843037,0.373237693,58.936068,1.069535159,52.816623,0.004092267
58.28788,0.010054133,58.946562,0.439879665,59.039677,0.967273196,52.908997,0.007047793
58.391412,0.011017427,59.049923,0.558193156,59.143263,1.022768413,53.00126,0.008184534
58.494763,0.011537439,59.153427,0.381256055,59.246537,0.985969976,53.093473,0.004319615
58.598295,0.011637357,59.256735,0.42281932,59.350063,1.044440808,53.185933,0.007275141
58.701805,0.006379266,59.360448,0.396269159,59.453422,1.056045705,53.278455,0.005456356
58.805167,0.011860377,59.463815,0.503728005,59.556973,0.819633107,53.370772,0.005456356
58.908653,0.01043393,59.567192,0.452056486,59.660505,1.032736723,53.463037,0.008866578
59.011978,0.009625205,59.670673,0.419983038,59.763837,1.073502646,53.55549,0.004092267
59.115528,0.009630174,59.77399,0.346922111,59.867345,0.922738161,53.647883,0.010912712
59.219012,0.010586843,59.877332,0.556444471,59.970795,0.751094778,53.740095,0.017505809
59.32236,0.011205669,59.980863,0.463828124,60.07413,0.788438744,53.832295,0.004319615
59.425937,0.01071657,60.084222,0.503685354,60.177627,1.051582283,53.924608,0.015687023
59.529443,0.010542128,60.187818,0.280365441,60.281015,0.966231731,54.016813,0.010458016
59.632777,0.010315796,60.291065,0.347433922,60.384598,1.031496883,54.10915,0.011822105
59.736192,0.010229679,60.394265,0.447172962,60.48811,1.185137796,54.201542,0.003410222
59.839532,0.012854584,60.497812,0.408893814,60.591478,1.209240276,54.293707,0.005911052
59.943117,0.011668271,60.601147,0.508867434,60.694833,1.167978417,54.386165,0.005911052
60.046618,0.012167306,60.70471,0.398188447,60.798072,1.131031199,54.478588,0.010230667
60.149955,0.010635973,60.80819,0.517418932,60.901625,0.910488546,54.570773,0.010912712
60.253442,0.009087528,60.911548,0.493449147,61.004985,1.201652458,54.66326,0.003182874
60.35684,0.01288053,61.015028,0.410407919,61.108337,1.147992204,54.755583,0.006820445
60.460397,0.013366317,61.118378,0.464595839,61.211858,1.057731887,54.847907,0.003864919
60.563882,0.008758517,61.22181,0.526396938,61.315357,0.824146123,54.94018,0.005456356
60.667235,0.011239895,61.325298,0.519466173,61.418692,1.134155595,55.032378,0.009775971
60.770807,0.012488036,61.428643,0.306915603,61.522275,1.037448113,55.124703,0.013413542
60.874142,0.011020187,61.532008,0.44531765,61.625643,0.909347894,55.217158,0.0061384
60.977595,0.014025993,61.63534,0.523752585,61.729237,1.052474968,55.309473,0.00500166
61.08093,0.013404959,61.73887,0.347881756,61.832762,1.212315078,55.401727,0.007729838
61.18447,0.010026532,61.842172,0.363236066,61.936122,1.023512317,55.494,0.011822105
61.2877,0.013967478,61.945762,0.411388889,62.03952,0.814723342,55.586393,0.013186194
61.390965,0.009850434,62.049175,0.419791109,62.142882,1.178889005,55.678677,0.006820445
61.49445,0.012450498,62.152507,0.474362887,62.246438,0.899925114,55.771138,0
61.597782,0.012822567,62.256045,0.436062413,62.349767,0.784620039,55.863517,0.013868238
61.70122,0.008450484,62.359557,0.434015171,62.453325,0.956610576,55.955797,0.004092267
61.804557,0.010998105,62.463093,0.533007822,62.556695,0.981704928,56.048235,0.007729838
61.90804,0.016318576,62.566587,0.479886173,62.65995,1.120814922,56.140565,0.002728178
62.011387,0.010950631,62.66993,0.414587704,62.763395,1.33644781,56.232712,0.007502489
62.114953,0.012156266,62.773418,0.400022434,62.866745,0.812789193,56.32514,0.00250083
