,8E1  1743-f,,8G1  1743-f,,8E2  1743-f,,8D3  1743-f
1678.3334,0.001473867,1678.3334,0.007340996,1678.3334,0.00860211,1677.666702,0
1678.4167,0,1678.4167,0.008262508,1678.4167,0.009330589,1677.750036,0
1678.5,0,1678.5,0.008775758,1678.5,0.009808843,1677.833369,0
1678.5834,0,1678.5834,0.008590699,1678.5834,0.01144217,1677.916702,0
1678.6667,0,1678.6667,0.007057996,1678.6667,0.008942739,1678.000036,0
1678.75,0.006583272,1678.75,0.005116171,1678.75,0.005199042,1678.083369,0
1678.8334,0.023188839,1678.8334,0.002869008,1678.8334,0.003281991,1678.166702,0
1678.9167,0.010415326,1678.9167,0.001579612,1678.9167,0.002040549,1678.250036,0
1679,0.030558173,1679,8.55E-04,1679,0.001273729,1678.333369,0
1679.0834,0.02181323,1679.0834,4.46E-04,1679.0834,8.29E-04,1678.416702,0
1679.1667,0.004225085,1679.1667,7.29E-04,1679.1667,0.001704359,1678.500036,0
1679.25,0,1679.25,0.001228396,1679.25,0.001886782,1678.583369,0
1679.3334,0,1679.3334,0.001827216,1679.3334,0.003168582,1678.666702,0
1679.4167,0,1679.4167,0.001926189,1679.4167,0.002806966,1678.750036,0
1679.5,0.00756585,1679.5,0.001972926,1679.5,0.002011491,1678.833369,0
1679.5834,0.031540751,1679.5834,0.001975675,1679.5834,0.002934904,1678.916702,0
1679.6667,0.011987451,1679.6667,0.002664876,1679.6667,0.001800413,1679.000036,0
1679.75,0.001375609,1679.75,0.00233428,1679.75,0.001785884,1679.083369,0
1679.8334,0,1679.8334,0.001327541,1679.8334,0.001893239,1679.166702,0
1679.9167,0,1679.9167,6.98E-04,1679.9167,9.05E-04,1679.250036,0
1680,0,1680,3.73E-04,1680,2.48E-04,1679.333369,0
1680.0834,0,1680.0834,1.99E-04,1680.0834,2.89E-04,1679.416702,0
1680.1667,0,1680.1667,2.95E-04,1680.1667,8.87E-04,1679.500036,0
1680.25,0,1680.25,2.90E-04,1680.25,0.001366555,1679.583369,0
1680.3334,0,1680.3334,7.19E-04,1680.3334,0.001616377,1679.666702,0
1680.4167,0.005404179,1680.4167,0.001437511,1680.4167,0.001619202,1679.750036,0
1680.5,0.074675921,1680.5,0.00139043,1680.5,0.002373511,1679.833369,0
1680.5834,0.061705893,1680.5834,0.001233379,1680.5834,0.002160819,1679.916702,0
1680.6667,0.013264802,1680.6667,0.001171006,1680.6667,0.001848441,1680.000036,0
1680.75,3.93E-04,1680.75,0.001896635,1680.75,0.001523551,1680.083369,0
1680.8334,0,1680.8334,0.003136372,1680.8334,0.002216111,1680.166702,0
1680.9167,0,1680.9167,0.0055655,1680.9167,0.005482765,1680.250036,0
1681,0,1681,0.01093168,1681,0.009755569,1680.333369,0
1681.0834,0,1681.0834,0.01778692,1681.0834,0.017910501,1680.416702,0
1681.1667,0.001277351,1681.1667,0.029246283,1681.1667,0.025581933,1680.500036,0
1681.25,0.021420198,1681.25,0.045920275,1681.25,0.041796147,1680.583369,0
1681.3334,0.095506573,1681.3334,0.067403381,1681.3334,0.061612399,1680.666702,0
1681.4167,0.1147651,1681.4167,0.086706852,1681.4167,0.078051009,1680.750036,0
1681.5,0.100615978,1681.5,0.098648708,1681.5,0.095735903,1680.833369,0
1681.5834,0.077132366,1681.5834,0.100071098,1681.5834,0.102715986,1680.916702,0
1681.6667,0.073889859,1681.6667,0.092090902,1681.6667,0.094090065,1681.000036,0
1681.75,0.027413924,1681.75,0.081296169,1681.75,0.077075129,1681.083369,0
1681.8334,0.004028569,1681.8334,0.05978179,1681.8334,0.066039777,1681.166702,0
1681.9167,0.030459915,1681.9167,0.044259731,1681.9167,0.057444932,1681.250036,0
1682,0.06760136,1682,0.036745876,1682,0.058532203,1681.333369,0
1682.0834,0.049128896,1682.0834,0.034337539,1682.0834,0.058173008,1681.416702,0
1682.1667,0.105332352,1682.1667,0.03293405,1682.1667,0.053839262,1681.500036,0
1682.25,0.135792267,1682.25,0.038058469,1682.25,0.05347361,1681.583369,0
1682.3334,0.122036177,1682.3334,0.049674023,1682.3334,0.063548822,1681.666702,0
1682.4167,0.13078112,1682.4167,0.06225903,1682.4167,0.07760141,1681.750036,0
1682.5,0.14856578,1682.5,0.069625113,1682.5,0.086565136,1681.833369,0
1682.5834,0.068583938,1682.5834,0.076241856,1682.5834,0.089171921,1681.916702,0
1682.6667,0.070843867,1682.6667,0.07971037,1682.6667,0.090819778,1682.000036,0
1682.75,0.076542819,1682.75,0.093055715,1682.75,0.103108679,1682.083369,0
1682.8334,0.09029891,1682.8334,0.124463076,1682.8334,0.142471181,1682.166702,0
1682.9167,0.111326077,1682.9167,0.183641063,1682.9167,0.209156298,1682.250036,0
1683,0.169003401,1683,0.281549881,1683,0.309344199,1682.333369,0
1683.0834,0.248592211,1683.0834,0.424809879,1683.0834,0.450776136,1682.416703,0
1683.1667,0.402955201,1683.1667,0.612619827,1683.1667,0.636521813,1682.500036,0
1683.25,0.642409438,1683.25,0.856642874,1683.25,0.870005688,1682.583369,0
1683.3334,0.797263717,1683.3334,1.131896299,1683.3334,1.132434205,1682.666703,0
1683.4167,1.042318648,1683.4167,1.393075142,1683.4167,1.321418285,1682.750036,0
1683.5,1.110706071,1683.5,1.526231155,1683.5,1.407685976,1682.833369,0
1683.5834,1.073466368,1683.5834,1.481151118,1683.5834,1.352987471,1682.916703,0
1683.6667,0.851796791,1683.6667,1.27501454,1683.6667,1.105476838,1683.000036,0
1683.75,0.522829706,1683.75,0.947153133,1683.75,0.81446247,1683.083369,0
1683.8334,0.308627722,1683.8334,0.618130686,1683.8334,0.544829475,1683.166703,0
1683.9167,0.331030498,1683.9167,0.392200927,1683.9167,0.331623962,1683.250036,0.002148075
1684,0.558890316,1684,0.276666193,1684,0.219926491,1683.333369,0.014957296
1684.0834,1.075824555,1684.0834,0.246819372,1684.0834,0.207087901,1683.416703,0.009888475
1684.1667,1.52486266,1684.1667,0.286267583,1684.1667,0.243132089,1683.500036,0.00168989
1684.25,2.392184182,1684.25,0.376687117,1684.25,0.334609718,1683.583369,8.87E-04
1684.3334,2.993521864,1684.3334,0.49242942,1684.3334,0.474420032,1683.666703,0.012914828
1684.4167,3.291439486,1684.4167,0.60583435,1684.4167,0.558694393,1683.750036,0.014405317
1684.5,3.305490351,1684.5,0.673981229,1684.5,0.614475729,1683.833369,0.006833531
1684.5834,2.79130733,1684.5834,0.662984426,1684.5834,0.619189656,1683.916703,0.001249272
1684.6667,1.94255653,1684.6667,0.57500244,1684.6667,0.532237881,1684.000036,3.95E-04
1684.75,1.141559017,1684.75,0.439685006,1684.75,0.391789492,1684.083369,0.004866775
1684.8334,0.675129283,1684.8334,0.291324473,1684.8334,0.251188142,1684.166703,0.003899795
1684.9167,0.345572651,1684.9167,0.163485841,1684.9167,0.136662719,1684.250036,0.014394493
1685,0.247020087,1685,0.078800714,1685,0.066771485,1684.333369,0.011532026
1685.0834,0.135006205,1685.0834,0.037321156,1685.0834,0.036582173,1684.416703,0.002498566
1685.1667,0.036650156,1685.1667,0.022095844,1685.1667,0.023254432,1684.500036,4.32E-05
1685.25,0.015229958,1685.25,0.021112817,1685.25,0.021363614,1684.583369,0
1685.3334,0.006091983,1685.3334,0.025807323,1685.3334,0.022364113,1684.666703,0
1685.4167,0.038811827,1685.4167,0.029288381,1685.4167,0.026084806,1684.750036,0
1685.5,0.067994391,1685.5,0.031606509,1685.5,0.027229386,1684.833369,1.12E-06
1685.5834,0.084894732,1685.5834,0.030297353,1685.5834,0.02683629,1684.916703,4.02E-07
1685.6667,0.091281488,1685.6667,0.025654053,1685.6667,0.020037015,1685.000036,4.47E-08
1685.75,0.092558839,1685.75,0.0208348,1685.75,0.014009404,1685.083369,0
1685.8334,0.054434816,1685.8334,0.014598656,1685.8334,0.009072292,1685.166703,0
1685.9167,0.097569987,1685.9167,0.00850238,1685.9167,0.0047559,1685.250036,0
1686,0.062491955,1686,0.004771141,1686,0.001536062,1685.333369,0
1686.0834,0.047655029,1686.0834,0.002501125,1686.0834,9.06E-04,1685.416703,0
1686.1667,0.041071757,1686.1667,0.001530126,1686.1667,7.68E-04,1685.500036,0
1686.25,0.021223683,1686.25,0.001219805,1686.25,4.46E-04,1685.583369,0
1686.3334,0.004323343,1686.3334,0.001204169,1686.3334,4.02E-04,1685.666703,0
1686.4167,0.006485014,1686.4167,0.001110179,1686.4167,2.93E-04,1685.750036,0
1686.5,0.005698952,1686.5,9.99E-04,1686.5,1.79E-04,1685.833369,0
1686.5834,0.002456445,1686.5834,7.42E-04,1686.5834,4.29E-04,1685.916703,0
1686.6667,0.034979774,1686.6667,4.80E-04,1686.6667,5.45E-04,1686.000036,0
1686.75,0.120758825,1686.75,4.90E-04,1686.75,3.92E-04,1686.083369,0
1686.8334,0.092853613,1686.8334,6.22E-04,1686.8334,3.35E-04,1686.166703,0
1686.9167,0.03380068,1686.9167,6.06E-04,1686.9167,1.38E-04,1686.250036,0
1687,0.046967224,1687,5.65E-04,1687,1.71E-04,1686.333369,0
1687.0834,0.020044589,1687.0834,5.88E-04,1687.0834,2.34E-04,1686.416703,0
1687.1667,0.002554703,1687.1667,4.95E-04,1687.1667,3.24E-04,1686.500036,0
1687.25,0,1687.25,3.39E-04,1687.25,4.38E-04,1686.583369,0
1687.3334,0,1687.3334,3.28E-04,1687.3334,3.93E-04,1686.666703,0
1687.4167,0,1687.4167,5.87E-04,1687.4167,2.11E-04,1686.750036,0
1687.5,0,1687.5,5.67E-04,1687.5,5.21E-05,1686.833369,0
1687.5834,0,1687.5834,3.28E-04,1687.5834,6.98E-05,1686.916703,0
1687.6667,0,1687.6667,1.85E-04,1687.6667,1.45E-04,1687.000036,0
1687.75,0,1687.75,2.55E-04,1687.75,3.98E-04,1687.083369,0
1687.8334,0,1687.8334,2.90E-04,1687.8334,4.78E-04,1687.166703,0
1687.9167,0,1687.9167,1.26E-04,1687.9167,1.25E-04,1687.250036,0
1688,0,1688,1.44E-04,1688,2.36E-04,1687.333369,0
1688.0834,0,1688.0834,1.27E-04,1688.0834,4.48E-04,1687.416703,0
1688.1667,0,1688.1667,1.82E-04,1688.1667,1.38E-04,1687.500036,0
1688.25,0,1688.25,2.03E-04,1688.25,3.27E-05,1687.583369,0
1688.3334,0,1688.3334,2.96E-04,1688.3334,4.94E-04,1687.666703,0
1688.4167,0.007074561,1688.4167,1.42E-04,1688.4167,4.86E-04,1687.750036,0
1688.5,0.029280822,1688.5,8.26E-05,1688.5,1.23E-04,1687.833369,0
1688.5834,0.014149122,1688.5834,1.96E-04,1688.5834,7.39E-05,1687.916703,0
1688.6667,0.002161671,1688.6667,3.34E-04,1688.6667,4.11E-04,1688.000036,0
1688.75,0,1688.75,2.41E-04,1688.75,3.31E-04,1688.083369,0
1688.8334,0,1688.8334,1.99E-04,1688.8334,6.13E-05,1688.166703,0
1688.9167,0,1688.9167,4.25E-04,1688.9167,2.31E-04,1688.250036,0
1689,0,1689,7.43E-04,1689,7.57E-04,1688.333369,0.00369532
1689.0834,0,1689.0834,0.001978596,1689.0834,0.00125476,1688.416703,0.02874555
1689.1667,0,1689.1667,0.003083792,1689.1667,0.001866602,1688.500036,0.018320179
1689.25,0,1689.25,0.002820552,1689.25,0.002264138,1688.583369,0.003354754
1689.3334,0,1689.3334,0.003344455,1689.3334,0.003304996,1688.666703,0
1689.4167,0,1689.4167,0.0043048,1689.4167,0.004948816,1688.750036,0
1689.5,0,1689.5,0.00525621,1689.5,0.005301957,1688.833369,0
1689.5834,0,1689.5834,0.004778701,1689.5834,0.00560021,1688.916703,0
1689.6667,0,1689.6667,0.003714228,1689.6667,0.004632806,1689.000036,1.98E-06
1689.75,0,1689.75,0.002978462,1689.75,0.003006743,1689.083369,5.86E-07
1689.8334,0,1689.8334,0.002540989,1689.8334,0.0021362,1689.166703,5.02E-08
1689.9167,0,1689.9167,0.002142864,1689.9167,0.001860548,1689.250036,0
1690,0,1690,0.001960554,1690,0.002147097,1689.333369,0
1690.0834,0,1690.0834,0.002845811,1690.0834,0.003005532,1689.416703,0
1690.1667,0.008646686,1690.1667,0.003170909,1690.1667,0.003052752,1689.500036,0
1690.25,0.022599292,1690.25,0.004297583,1690.25,0.005677296,1689.583369,0
1690.3334,0.007664108,1690.3334,0.008404782,1690.3334,0.008085515,1689.666703,0
1690.4167,0.018570723,1690.4167,0.010589056,1690.4167,0.013225633,1689.750036,0
1690.5,0.0996334,1690.5,0.012878317,1690.5,0.018184135,1689.833369,0
1690.5834,0.047458513,1690.5834,0.013942962,1690.5834,0.019372303,1689.916703,0
1690.6667,0.00668153,1690.6667,0.012868866,1690.6667,0.018676918,1690.000036,0
1690.75,0,1690.75,0.01487169,1690.75,0.023454612,1690.083369,0
1690.8334,0,1690.8334,0.019326324,1690.8334,0.034313595,1690.166703,0
1690.9167,0,1690.9167,0.02569048,1690.9167,0.053826751,1690.250036,0
1691,0,1691,0.028881837,1691,0.062139891,1690.333369,0
1691.0834,0.053747012,1691.0834,0.026391881,1691.0834,0.058085025,1690.416703,0
1691.1667,0.064162338,1691.1667,0.021143231,1691.1667,0.048881567,1690.500036,0
1691.25,0.015524731,1691.25,0.018222503,1691.25,0.037882942,1690.583369,0
1691.3334,6.88E-04,1691.3334,0.021807345,1691.3334,0.03430512,1690.666703,0
1691.4167,0,1691.4167,0.028664474,1691.4167,0.03751164,1690.750036,0
1691.5,0,1691.5,0.031041024,1691.5,0.043967056,1690.833369,0
1691.5834,0,1691.5834,0.031464064,1691.5834,0.052150643,1690.916703,0
1691.6667,0,1691.6667,0.034208496,1691.6667,0.056151024,1691.000036,0
1691.75,0.00491289,1691.75,0.043522075,1691.75,0.060369343,1691.083369,0
1691.8334,0.03114772,1691.8334,0.063943286,1691.8334,0.078755273,1691.166703,0
1691.9167,0.056989519,1691.9167,0.085646331,1691.9167,0.109594768,1691.250036,0
1692,0.022009745,1692,0.100684867,1692,0.127018944,1691.333369,0
1692.0834,0.002751218,1692.0834,0.098220341,1692.0834,0.120650703,1691.416703,0
1692.1667,0,1692.1667,0.08065886,1692.1667,0.097470935,1691.500036,0
1692.25,0,1692.25,0.064185735,1692.25,0.063410391,1691.583369,0
1692.3334,0,1692.3334,0.052257797,1692.3334,0.042581936,1691.666703,0
1692.4167,0.010415326,1692.4167,0.053904594,1692.4167,0.037930566,1691.750036,0
1692.5,0.01424738,1692.5,0.059527485,1692.5,0.03658863,1691.833369,0
1692.5834,0.003045992,1692.5834,0.057157121,1692.5834,0.036250422,1691.916703,0
1692.6667,0.026824377,1692.6667,0.04920648,1692.6667,0.032576545,1692.000036,0
1692.75,0.026333088,1692.75,0.043590806,1692.75,0.030249448,1692.083369,0
1692.8334,0.00579721,1692.8334,0.043311071,1692.8334,0.03384301,1692.166703,0
1692.9167,9.83E-05,1692.9167,0.049596701,1692.9167,0.044436834,1692.250036,0
1693,0,1693,0.050543128,1693,0.04698631,1692.333369,0
1693.0834,0,1693.0834,0.046370807,1693.0834,0.046056843,1692.416703,0
1693.1667,0.007074561,1693.1667,0.035310084,1693.1667,0.0367202,1692.500036,0
1693.25,0.021518456,1693.25,0.021899788,1693.25,0.025171886,1692.583369,0
1693.3334,0.00756585,1693.3334,0.011818312,1693.3334,0.016256995,1692.666703,0
1693.4167,7.86E-04,1693.4167,0.007855449,1693.4167,0.01088562,1692.750036,0
1693.5,0,1693.5,0.007217968,1693.5,0.010225751,1692.833369,0
1693.5834,0,1693.5834,0.005332674,1693.5834,0.010633376,1692.916703,0
1693.6667,0,1693.6667,0.003615427,1693.6667,0.007595154,1693.000036,0
1693.75,0,1693.75,0.002475007,1693.75,0.005995324,1693.083369,0
1693.8334,0.009531006,1693.8334,0.001996466,1693.8334,0.003557643,1693.166703,0
1693.9167,0.019749816,1693.9167,0.001126846,1693.9167,0.001961446,1693.250036,0
1694,0.019946332,1694,8.54E-04,1694,0.002273017,1693.333369,0
1694.0834,0.027413924,1694.0834,7.85E-04,1694.0834,0.002909881,1693.416703,0
1694.1667,0.013657833,1694.1667,6.26E-04,1694.1667,0.003453517,1693.500036,0
1694.25,0.001965156,1694.25,0.001203653,1694.25,0.00216203,1693.58337,0
1694.3334,0.005895467,1694.3334,0.001202794,1694.3334,0.002298847,1693.666703,0
1694.4167,0.023680128,1694.4167,0.001514318,1694.4167,0.004902807,1693.750036,0
1694.5,0.008548428,1694.5,0.002815054,1694.5,0.006294788,1693.83337,0
1694.5834,8.84E-04,1694.5834,0.002586695,1694.5834,0.004708277,1693.916703,0
1694.6667,0,1694.6667,0.002087363,1694.6667,0.003445041,1694.000036,0
1694.75,0,1694.75,0.002386172,1694.75,0.002447368,1694.08337,0
1694.8334,0,1694.8334,0.001949729,1694.8334,0.001564313,1694.166703,0
1694.9167,0,1694.9167,0.002116574,1694.9167,0.002084944,1694.250036,0
1695,0,1695,0.002882238,1695,0.002184631,1694.33337,0.005252736
1695.0834,0,1695.0834,0.0041938,1695.0834,0.003051541,1694.416703,0.046993538
1695.1667,0,1695.1667,0.0061559,1695.1667,0.005084422,1694.500036,0.034939185
1695.25,0.023974901,1695.25,0.008165254,1695.25,0.007411924,1694.58337,0.007487348
1695.3334,0.040187437,1695.3334,0.009884219,1695.3334,0.009274086,1694.666703,8.98E-05
1695.4167,0.011496162,1695.4167,0.012641195,1695.4167,0.010303644,1694.750036,0
1695.5,0.036748414,1695.5,0.014821001,1695.5,0.013150565,1694.83337,0
1695.5834,0.047949802,1695.5834,0.013712197,1695.5834,0.013755546,1694.916703,0
1695.6667,0.021911487,1695.6667,0.011451116,1695.6667,0.009898843,1695.000036,3.48E-06
1695.75,0.009236232,1695.75,0.009628711,1695.75,0.008351884,1695.08337,1.22E-06
1695.8334,0.009531006,1695.8334,0.005589556,1695.8334,0.008452782,1695.166703,1.34E-07
1695.9167,0.030951204,1695.9167,0.00305441,1695.9167,0.005430299,1695.250036,0
1696,0.011594419,1696,0.00184732,1696,0.002167276,1695.33337,0
1696.0834,0.007271077,1696.0834,0.001782025,1696.0834,0.001332653,1695.416703,0
1696.1667,0.019455043,1696.1667,0.002050936,1696.1667,0.002024406,1695.500036,0
1696.25,0.016409051,1696.25,0.002480505,1696.25,0.003140735,1695.58337,0
1696.3334,0.004225085,1696.3334,0.003425901,1696.3334,0.004283297,1695.666703,0
1696.4167,2.95E-04,1696.4167,0.004597079,1696.4167,0.004450383,1695.750036,0
1696.5,0.011299646,1696.5,0.006013112,1696.5,0.00416666,1695.83337,0
1696.5834,0.020634136,1696.5834,0.00642189,1696.5834,0.004820878,1695.916703,0
1696.6667,0.00579721,1696.6667,0.005209645,1696.6667,0.003921277,1696.000036,0
1696.75,3.93E-04,1696.75,0.004605499,1696.75,0.004167063,1696.08337,0
1696.8334,0.003635538,1696.8334,0.00646708,1696.8334,0.005429088,1696.166703,0
1696.9167,0.046377677,1696.9167,0.011058489,1696.9167,0.008369238,1696.250036,0
1697,0.031442493,1697,0.017774376,1697,0.013558998,1696.33337,0
1697.0834,0.045296842,1697.0834,0.031246014,1697.0834,0.024571748,1696.416703,0
1697.1667,0.054434816,1697.1667,0.049225209,1697.1667,0.04414625,1696.500036,0
1697.25,0.075265468,1697.25,0.074227347,1697.25,0.070172939,1696.58337,0
1697.3334,0.083912154,1697.3334,0.103922101,1697.3334,0.098464169,1696.666703,0
1697.4167,0.076149788,1697.4167,0.130465362,1697.4167,0.121121692,1696.750036,0
1697.5,0.099338627,1697.5,0.143975318,1697.5,0.132162694,1696.83337,0
1697.5834,0.112210397,1697.5834,0.148584769,1697.5834,0.131136366,1696.916703,0
1697.6667,0.101107267,1697.6667,0.131816615,1697.6667,0.122575018,1697.000036,0
1697.75,0.078409717,1697.75,0.099192886,1697.75,0.095054644,1697.08337,0
1697.8334,0.059544221,1697.8334,0.066736002,1697.8334,0.061116387,1697.166703,0
1697.9167,0.033898938,1697.9167,0.04121649,1697.9167,0.03553405,1697.250036,0
1698,0.024760963,1698,0.025741857,1698,0.021937519,1697.33337,0
1698.0834,0.034783258,1698.0834,0.01963424,1698.0834,0.018913825,1697.416703,0
1698.1667,0.065046658,1698.1667,0.023610162,1698.1667,0.025016908,1697.500036,0
1698.25,0.06583272,1698.25,0.034312968,1698.25,0.034674808,1697.58337,0
1698.3334,0.051781856,1698.3334,0.049758563,1698.3334,0.041713815,1697.666703,0
1698.4167,0.066029236,1698.4167,0.061005203,1698.4167,0.050425701,1697.750036,0
1698.5,0.038320539,1698.5,0.06803038,1698.5,0.058124981,1697.83337,0
1698.5834,0.014738669,1698.5834,0.072018158,1698.5834,0.059600908,1697.916703,0
1698.6667,0.078999264,1698.6667,0.064444851,1698.6667,0.055964162,1698.000036,0
1698.75,0.066520525,1698.75,0.046819965,1698.75,0.043128397,1698.08337,0
1698.8334,0.018963754,1698.8334,0.031074874,1698.8334,0.024945069,1698.166703,0
1698.9167,0.001670382,1698.9167,0.018188138,1698.9167,0.01281276,1698.250036,0
1699,0.042840397,1699,0.008779538,1699,0.006409811,1698.33337,0
1699.0834,0.067208329,1699.0834,0.003556662,1699.0834,0.002594274,1698.416703,0
1699.1667,0.019356785,1699.1667,0.001595077,1699.1667,9.31E-04,1698.500036,0
1699.25,0.001375609,1699.25,9.62E-04,1699.25,5.32E-04,1698.58337,0
1699.3334,0,1699.3334,8.86E-04,1699.3334,4.25E-04,1698.666703,0
1699.4167,0,1699.4167,9.59E-04,1699.4167,6.38E-04,1698.750036,0
1699.5,9.83E-05,1699.5,7.50E-04,1699.5,6.76E-04,1698.83337,0
1699.5834,0.028101728,1699.5834,6.56E-04,1699.5834,2.61E-04,1698.916703,0
1699.6667,0.074086374,1699.6667,0.001226506,1699.6667,2.26E-04,1699.000036,0
1699.75,0.031344235,1699.75,9.84E-04,1699.75,2.98E-04,1699.08337,0
1699.8334,0.004126827,1699.8334,7.08E-04,1699.8334,2.13E-04,1699.166703,0
1699.9167,0.006779788,1699.9167,4.78E-04,1699.9167,1.54E-04,1699.250036,0
1700,0.03959789,1700,1.75E-04,1700,9.36E-05,1699.33337,0
1700.0834,0.024662706,1700.0834,2.30E-04,1700.0834,1.10E-04,1699.416703,0
1700.1667,0.008057139,1700.1667,2.90E-04,1700.1667,4.91E-04,1699.500036,0
1700.25,0.001080836,1700.25,4.70E-04,1700.25,2.65E-04,1699.58337,0
1700.3334,0,1700.3334,5.01E-04,1700.3334,1.00E-04,1699.666703,0
1700.4167,0,1700.4167,2.63E-04,1700.4167,3.70E-04,1699.750036,0
1700.5,0,1700.5,2.48E-04,1700.5,4.09E-04,1699.83337,0
1700.5834,0.019651558,1700.5834,4.65E-04,1700.5834,3.34E-04,1699.916703,0
1700.6667,0.020044589,1700.6667,5.04E-04,1700.6667,4.91E-04,1700.000036,0
1700.75,0.003832054,1700.75,8.33E-04,1700.75,0.001234984,1700.08337,0
1700.8334,0,1700.8334,0.001518614,1700.8334,0.002314587,1700.166703,0
1700.9167,0,1700.9167,0.003229846,1700.9167,0.002143465,1700.250036,0
1701,0,1701,0.006191125,1701,0.003150824,1700.33337,0
1701.0834,2.95E-04,1701.0834,0.010142304,1701.0834,0.008772425,1700.416703,0
1701.1667,0.024760963,1701.1667,0.016762998,1701.1667,0.016661391,1700.500036,0
1701.25,0.034390227,1701.25,0.025440471,1701.25,0.027304857,1700.58337,0
1701.3334,0.012970028,1701.3334,0.034677586,1701.3334,0.041800183,1700.666703,0
1701.4167,0.004814632,1701.4167,0.040644476,1701.4167,0.047791875,1700.750036,0
1701.5,0.035667578,1701.5,0.0469088,1701.5,0.046960077,1700.83337,0
1701.5834,0.034291969,1701.5834,0.048786877,1701.5834,0.045127376,1700.916703,0
1701.6667,0.033112876,1701.6667,0.043060718,1701.6667,0.04126018,1701.000036,0
1701.75,0.015426473,1701.75,0.032443825,1701.75,0.027756474,1701.08337,0
1701.8334,0.002554703,1701.8334,0.022246709,1701.8334,0.018904139,1701.166703,0
1701.9167,0.003439023,1701.9167,0.013314244,1701.9167,0.010413824,1701.250036,0
1702,0.012380482,1702,0.007981226,1702,0.005785458,1701.33337,0
1702.0834,0.004519858,1702.0834,0.006361578,1702.0834,0.004942762,1701.416703,0
1702.1667,5.90E-04,1702.1667,0.008025386,1702.1667,0.005180477,1701.500036,0
